"symbol","cik","exchange","industry","sector"
"RCL","0000884887","NYSE","Travel Services","Consumer Cyclical"
"FMAO","0000792966","NASDAQ","Banks - Regional","Financial Services"
"MLAC","0002029492","NASDAQ","Shell Companies","Financial Services"
"PCAP","0002056634","NASDAQ","Shell Companies","Financial Services"
"TRIB","0000888721","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"BNR","0001792267","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"JZ","0001852440","NASDAQ","Education & Training Services","Consumer Defensive"
"ETHM","0002028699","NASDAQ","Financial - Conglomerates","Financial Services"
"LATA","0002076427","NASDAQ","Asset Management","Financial Services"
"ALTO","0000778164","NASDAQ","Chemicals - Specialty","Basic Materials"
"WHF","0001552198","NASDAQ","Asset Management","Financial Services"
"OVBC","0000894671","NASDAQ","Banks - Regional","Financial Services"
"RANG","0002035644","NASDAQ","Financial - Conglomerates","Financial Services"
"APAD","0001988891","NASDAQ","Shell Companies","Financial Services"
"VEEE","0001855509","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"INVA","0001080014","NASDAQ","Biotechnology","Healthcare"
"HCAT","0001636422","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"AEVAW","0001789029","NASDAQ","Semiconductors","Technology"
"PELIR","0002037431","NASDAQ","Asset Management","Financial Services"
"BLZRU","0002075310","NASDAQ","Asset Management","Financial Services"
"KGC","0000701818","NYSE","Gold","Basic Materials"
"VALN","0001836564","NASDAQ","Biotechnology","Healthcare"
"ACHC","0001520697","NASDAQ","Medical - Care Facilities","Healthcare"
"TBRG","0001169445","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"CIGI","0000913353","NASDAQ","Real Estate - Services","Real Estate"
"THFF","0000714562","NASDAQ","Banks - Regional","Financial Services"
"LINC","0001286613","NASDAQ","Education & Training Services","Consumer Defensive"
"NEWTH","0001587987","NASDAQ","Financial - Credit Services","Financial Services"
"MPB","0000879635","NASDAQ","Banks - Regional","Financial Services"
"VSAI","0001879001","NASDAQ","Software - Infrastructure","Technology"
"GILT","0000897322","NASDAQ","Communication Equipment","Technology"
"FSTR","0000352825","NASDAQ","Railroads","Industrials"
"RVMD","0001628171","NASDAQ","Biotechnology","Healthcare"
"AHMA","0002010959","NASDAQ","Travel Services","Consumer Cyclical"
"FNWD","0000919864","NASDAQ","Banks - Regional","Financial Services"
"EMIS","0002075816","NASDAQ","Financial - Credit Services","Financial Services"
"CHEC","0002047177","NASDAQ","Asset Management","Financial Services"
"LARK","0001141688","NASDAQ","Banks - Regional","Financial Services"
"AIIO","0001932737","NASDAQ","Auto - Parts","Consumer Cyclical"
"PEBK","0001093672","NASDAQ","Banks - Regional","Financial Services"
"MAMO","0001952853","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"TMCI","0001630627","NASDAQ","Medical - Devices","Healthcare"
"BLFY","0001846017","NASDAQ","Banks - Regional","Financial Services"
"RFAI","0002012807","NASDAQ","Shell Companies","Financial Services"
"INSG","0001022652","NASDAQ","Communication Equipment","Technology"
"EGHA","0002052547","NASDAQ","Shell Companies","Financial Services"
"LKSP","0002043508","NASDAQ","Asset Management","Financial Services"
"ROMA","0001945240","NASDAQ","Consulting Services","Industrials"
"RGP","0001084765","NASDAQ","Consulting Services","Industrials"
"PCVX","0001649094","NASDAQ","Biotechnology","Healthcare"
"HNVR","0001828588","NASDAQ","Banks - Regional","Financial Services"
"TAYD","0000096536","NASDAQ","Industrial - Machinery","Industrials"
"GCTK","0001506983","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"CSL","0000790051","NYSE","Construction","Industrials"
"PLCE","0001041859","NASDAQ","Apparel - Retail","Consumer Cyclical"
"SLS","0001390478","NASDAQ","Biotechnology","Healthcare"
"VUZI","0001463972","NASDAQ","Consumer Electronics","Technology"
"UBFO","0001137547","NASDAQ","Banks - Regional","Financial Services"
"MKLYU","0002067592","NASDAQ","Shell Companies","Financial Services"
"MOLN","0001745114","NASDAQ","Biotechnology","Healthcare"
"GHRS","0001855129","NASDAQ","Biotechnology","Healthcare"
"POLE","0002025341","NASDAQ","Shell Companies","Financial Services"
"ULCC","0001670076","NASDAQ","Airlines, Airports & Air Services","Industrials"
"SITM","0001451809","NASDAQ","Semiconductors","Technology"
"SRAD","0001836470","NASDAQ","Software - Application","Technology"
"HL","0000719413","NYSE","Gold","Basic Materials"
"AA","0001675149","NYSE","Aluminum","Basic Materials"
"DDS","0000028917","NYSE","Department Stores","Consumer Cyclical"
"DY","0000067215","NYSE","Engineering & Construction","Industrials"
"GPI","0001031203","NYSE","Auto - Dealerships","Consumer Cyclical"
"NSTS","0001881592","NASDAQ","Banks - Regional","Financial Services"
"LPRO","0001806201","NASDAQ","Financial - Credit Services","Financial Services"
"CETY","0001329606","NASDAQ","Industrial - Machinery","Industrials"
"SILO","0001514183","NASDAQ","Biotechnology","Healthcare"
"KZIA","0001075880","NASDAQ","Biotechnology","Healthcare"
"ZD","0001084048","NASDAQ","Advertising Agencies","Communication Services"
"CLDX","0000744218","NASDAQ","Biotechnology","Healthcare"
"GAIA","0001089872","NASDAQ","Entertainment","Communication Services"
"SEZL","0001662991","NASDAQ","Financial - Credit Services","Financial Services"
"INOD","0000903651","NASDAQ","Information Technology Services","Technology"
"NEUP","0001191070","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"ENVX","0001828318","NASDAQ","Electrical Equipment & Parts","Industrials"
"FSLR","0001274494","NASDAQ","Solar","Energy"
"CADL","0001841387","NASDAQ","Biotechnology","Healthcare"
"DTSQ","0002017950","NASDAQ","Financial - Conglomerates","Financial Services"
"ICHR","0001652535","NASDAQ","Semiconductors","Technology"
"NECB","0001847398","NASDAQ","Banks - Regional","Financial Services"
"ICG","0001895597","NASDAQ","Semiconductors","Technology"
"CAPR","0001133869","NASDAQ","Biotechnology","Healthcare"
"GASS","0001328919","NASDAQ","Marine Shipping","Industrials"
"RITR","0001951229","NASDAQ","Engineering & Construction","Industrials"
"HURA","0001498382","NASDAQ","Biotechnology","Healthcare"
"YIBO","0001868395","NASDAQ","Computer Hardware","Technology"
"FHTX","0001822462","NASDAQ","Biotechnology","Healthcare"
"AKTX","0001541157","NASDAQ","Biotechnology","Healthcare"
"STAI","0001994624","NASDAQ","Construction Materials","Basic Materials"
"CGTL","0001967822","NASDAQ","Specialty Retail","Consumer Cyclical"
"ALISU","0002026767","NASDAQ","Asset Management","Financial Services"
"ZYME","0001937653","NASDAQ","Biotechnology","Healthcare"
"STGW","0000876883","NASDAQ","Advertising Agencies","Communication Services"
"SHFS","0001854963","NASDAQ","Banks - Regional","Financial Services"
"NFBK","0001493225","NASDAQ","Banks - Regional","Financial Services"
"KRRO","0001703647","NASDAQ","Biotechnology","Healthcare"
"TNDM","0001438133","NASDAQ","Medical - Devices","Healthcare"
"CHECW","0002047177","NASDAQ","Asset Management","Financial Services"
"PANL","0001606909","NASDAQ","Marine Shipping","Industrials"
"ABSI","0001672688","NASDAQ","Biotechnology","Healthcare"
"DXLG","0000813298","NASDAQ","Apparel - Retail","Consumer Cyclical"
"CYRX","0001124524","NASDAQ","Integrated Freight & Logistics","Industrials"
"CNSP","0001729427","NASDAQ","Biotechnology","Healthcare"
"BCAR","0002065779","NASDAQ","Asset Management","Financial Services"
"PBBK","0001849670","NASDAQ","Banks - Regional","Financial Services"
"HFBL","0001500375","NASDAQ","Banks - Regional","Financial Services"
"THH","0002044241","NASDAQ","Specialty Business Services","Industrials"
"QMCO","0000709283","NASDAQ","Computer Hardware","Technology"
"TELO","0001971532","NASDAQ","Biotechnology","Healthcare"
"BKHA","0002000775","NASDAQ","Shell Companies","Financial Services"
"ICCM","0001584371","NASDAQ","Medical - Devices","Healthcare"
"AIRG","0001272842","NASDAQ","Communication Equipment","Technology"
"SKIN","0001818093","NASDAQ","Household & Personal Products","Consumer Defensive"
"MDCX","0001997296","NASDAQ","Biotechnology","Healthcare"
"IXHL","0001873875","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"MAYA","0002028355","NASDAQ","Shell Companies","Financial Services"
"SYPR","0000864240","NASDAQ","Auto - Parts","Consumer Cyclical"
"BRFH","0001487197","NASDAQ","Beverages - Non-Alcoholic","Consumer Defensive"
"GORV","0001721741","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"WHWK","0001422142","NASDAQ","Biotechnology","Healthcare"
"OSS","0001394056","NASDAQ","Computer Hardware","Technology"
"FEAM","0001888654","NASDAQ","Construction Materials","Basic Materials"
"SEER","0001726445","NASDAQ","Biotechnology","Healthcare"
"VIASP","0001606268","NASDAQ","Regulated Electric","Utilities"
"OXLCI","0001495222","NASDAQ","Asset Management","Financial Services"
"XBP","0001839530","NASDAQ","Software - Infrastructure","Technology"
"PIII","0001832511","NASDAQ","Medical - Care Facilities","Healthcare"
"GLPI","0001575965","NASDAQ","REIT - Specialty","Real Estate"
"PALI","0001357459","NASDAQ","Biotechnology","Healthcare"
"ORKT","0001979407","NASDAQ","Software - Application","Technology"
"BENF","0001775734","NASDAQ","Asset Management","Financial Services"
"YGMZ","0001782037","NASDAQ","Trucking","Industrials"
"GURE","0000885462","NASDAQ","Chemicals - Specialty","Basic Materials"
"GITS","0001911545","NASDAQ","Software - Application","Technology"
"LIDR","0001818644","NASDAQ","Auto - Parts","Consumer Cyclical"
"JWEL","0001805594","NASDAQ","Specialty Retail","Consumer Cyclical"
"VWAV","0001845942","NASDAQ","Aerospace & Defense","Industrials"
"TDWDU","0002076616","NASDAQ","Asset Management","Financial Services"
"BCDA","0000925741","NASDAQ","Biotechnology","Healthcare"
"MAXN","0001796898","NASDAQ","Solar","Energy"
"LVTX","0001840748","NASDAQ","Biotechnology","Healthcare"
"LNAI","0001527728","NASDAQ","Biotechnology","Healthcare"
"OPHC","0001288855","NASDAQ","Banks - Regional","Financial Services"
"GH","0001576280","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"CRUS","0000772406","NASDAQ","Semiconductors","Technology"
"PCSC","0002017526","NASDAQ","Shell Companies","Financial Services"
"IOTR","0001997637","NASDAQ","Communication Equipment","Technology"
"SKYQ","0001812447","NASDAQ","Oil & Gas Integrated","Energy"
"INEO","0001933951","NASDAQ","Auto - Parts","Consumer Cyclical"
"JBGS","0001689796","NYSE","REIT - Office","Real Estate"
"GOVX","0000832489","NASDAQ","Biotechnology","Healthcare"
"PTIX","0001022899","NASDAQ","Biotechnology","Healthcare"
"JFB","0002024306","NASDAQ","Real Estate - Development","Real Estate"
"INAC","0002063816","NASDAQ","Shell Companies","Financial Services"
"FLD","0001889123","NASDAQ","Asset Management - Cryptocurrency","Financial Services"
"RENT","0001468327","NASDAQ","Apparel - Retail","Consumer Cyclical"
"APACU","0002043630","NASDAQ","Shell Companies","Financial Services"
"BGLWW","0002019435","NASDAQ","Gold","Basic Materials"
"ONCHW","0002047177","NASDAQ","Asset Management","Financial Services"
"DTCK","0001949478","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"CING","0001862150","NASDAQ","Biotechnology","Healthcare"
"NXL","0001527352","NASDAQ","Medical - Devices","Healthcare"
"KMRK","0002049187","NASDAQ","Leisure","Consumer Cyclical"
"CSAI","0001709628","NASDAQ","Software - Application","Technology"
"CLWT","0001026662","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"PGC","0001050743","NASDAQ","Banks - Regional","Financial Services"
"VTOL","0001525221","NYSE","Oil & Gas Equipment & Services","Energy"
"NWGL","0001948294","NASDAQ","Paper, Lumber & Forest Products","Basic Materials"
"UAN","0001425292","NYSE","Agricultural Inputs","Basic Materials"
"EAI","0000007323","NYSE","Regulated Electric","Utilities"
"CLGN","0001631487","NASDAQ","Biotechnology","Healthcare"
"FEMY","0001339005","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"WINA","0000908315","NASDAQ","Apparel - Footwear & Accessories","Consumer Cyclical"
"LFWD","0001607962","NASDAQ","Medical - Devices","Healthcare"
"MBAVW","0002016072","NASDAQ","Shell Companies","Financial Services"
"JYD","0001938186","NASDAQ","Integrated Freight & Logistics","Industrials"
"FBGL","0001938534","NASDAQ","Engineering & Construction","Industrials"
"HVMCW","0001901203","NASDAQ","Asset Management","Financial Services"
"PRLD","0001678660","NASDAQ","Biotechnology","Healthcare"
"MYSE","0001648960","NASDAQ","Software - Application","Technology"
"CERO","0001870404","NASDAQ","Biotechnology","Healthcare"
"LIMNW","0001831874","NASDAQ","Biotechnology","Healthcare"
"HOVR","0001930021","NASDAQ","Aerospace & Defense","Industrials"
"HSPO","0001946021","NASDAQ","Shell Companies","Financial Services"
"PRSU","0000884219","NYSE","Specialty Business Services","Industrials"
"PRZO","0001916241","NASDAQ","Aerospace & Defense","Industrials"
"KVAC","0001889983","NASDAQ","Shell Companies","Financial Services"
"BSBK","0001787414","NASDAQ","Banks - Regional","Financial Services"
"AEE","0001002910","NYSE","Regulated Electric","Utilities"
"DOLE","0001857475","NYSE","Agricultural Farm Products","Consumer Defensive"
"CSGP","0001057352","NASDAQ","Real Estate - Services","Real Estate"
"EPAM","0001352010","NYSE","Information Technology Services","Technology"
"FDS","0001013237","NYSE","Financial - Data & Stock Exchanges","Financial Services"
"GETY","0001898496","NYSE","Internet Content & Information","Communication Services"
"SUI","0000912593","NYSE","REIT - Residential","Real Estate"
"FRGE","0001827821","NYSE","Software - Application","Technology"
"ACM","0000868857","NYSE","Engineering & Construction","Industrials"
"PFGC","0001618673","NYSE","Food Distribution","Consumer Defensive"
"WPC","0001025378","NYSE","REIT - Diversified","Real Estate"
"BF-B","0000014693","NYSE","Beverages - Wineries & Distilleries","Consumer Defensive"
"TXT","0000217346","NYSE","Aerospace & Defense","Industrials"
"EHC","0000785161","NYSE","Medical - Care Facilities","Healthcare"
"HLI","0001302215","NYSE","Financial - Capital Markets","Financial Services"
"AEFC","0000769218","NYSE","Financial - Credit Services","Financial Services"
"EIIA","0001896036","NYSE","Asset Management","Financial Services"
"NFE","0001749723","NASDAQ","Regulated Gas","Utilities"
"SENS","0001616543","NASDAQ","Medical - Devices","Healthcare"
"LUMN","0000018926","NYSE","Telecommunications Services","Communication Services"
"BRX","0001581068","NYSE","REIT - Retail","Real Estate"
"WLK","0001262823","NYSE","Chemicals - Specialty","Basic Materials"
"INFA","0001868778","NYSE","Software - Infrastructure","Technology"
"KNX","0001492691","NYSE","Trucking","Industrials"
"VTEX","0001793663","NYSE","Software - Application","Technology"
"BLUW","0002050501","NASDAQ","Shell Companies","Financial Services"
"BOX","0001372612","NYSE","Software - Infrastructure","Technology"
"FLY","0001860160","NASDAQ","Aerospace & Defense","Industrials"
"WDH","0001823986","NYSE","Insurance - Diversified","Financial Services"
"AAUC","0001993344","NYSE","Gold","Basic Materials"
"RVLV","0001746618","NYSE","Specialty Retail","Consumer Cyclical"
"EBR","0001439124","NYSE","Regulated Electric","Utilities"
"RCB","0001527590","NYSE","REIT - Mortgage","Real Estate"
"TCPA","0000099070","NYSE","Oil & Gas Midstream","Industrials"
"ATR","0000896622","NYSE","Medical - Instruments & Supplies","Healthcare"
"BIRK","0001977102","NYSE","Apparel - Footwear & Accessories","Consumer Cyclical"
"BLSH","0001872195","NYSE","Software - Infrastructure","Technology"
"AN","0000350698","NYSE","Auto - Dealerships","Consumer Cyclical"
"MOH","0001179929","NYSE","Medical - Healthcare Plans","Healthcare"
"MOD","0000067347","NYSE","Auto - Parts","Consumer Cyclical"
"VMI","0000102729","NYSE","Conglomerates","Industrials"
"CFR","0000039263","NYSE","Banks - Regional","Financial Services"
"ZWS","0001439288","NYSE","Industrial - Pollution & Treatment Controls","Industrials"
"ICCC","0000811641","NASDAQ","Biotechnology","Healthcare"
"LNC","0000059558","NYSE","Insurance - Life","Financial Services"
"G","0001398659","NYSE","Information Technology Services","Technology"
"AG","0001308648","NYSE","Silver","Basic Materials"
"AXS","0001214816","NYSE","Insurance - Property & Casualty","Financial Services"
"AGCO","0000880266","NYSE","Agricultural - Machinery","Industrials"
"UGI","0000884614","NYSE","Regulated Gas","Utilities"
"MUSA","0001573516","NYSE","Specialty Retail","Consumer Cyclical"
